,smiles,against_depression
382081,CC(NC(=O)c1cc[n]cc1)C(c1ccc[s]1)N1CCOCC1,False
962513,CCNC(=S)N(Cc1cc(Cl)ccc1OCc1[n]c(CO)c[s]1)C(C)C,False
852189,CC1CCCCC1NC(=O)CN1c2ccccc2C(=O)N2CCCC2C1=O,False
49324,Nc1[n]c(CN2CCN(CC2)c2cccc[n]2)[n]c(Nc2ccc(F)cc2)[n]1,False
354004,[O-][N+](=O)c1cc(ccc1)C(=O)NCC[n]1ccc2ccccc12,False
241264,CCOc1cc(CNc2c[n]cc([n]2)-[n]2ccc[n]2)ccc1,False
332851,Cc1cc[s]c1CNC12CC3CC(C1)CC(C2)C3,False
977643,CCOC(=O)C1CN(C2C1Oc1c2cccc1C)C(=O)c1ccc(cc1)NC(C)=O,False
835045,O=C(CS(=O)(=O)Cc1ccc(Cl)cc1)NCc1ccc[s]1,False
720311,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2Cl)CC1,False
22900,CC(=O)SCC(C)C(=O)N1CCCC1C(O)=O,False
804010,CNC(=O)NC(=O)C(C)Sc1[n][n][n][n]1-c1ccccc1,False
